id,date,time,continent_code,country_name,country_code,state/province,population,city/town,distance,location_description,latitude,longitude,geolocation,hazard_type,landslide_type,landslide_size,trigger,storm_name,injuries,fatalities,source_name,source_link,Address,Date_time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude_rain,Longitude,Resolved Address,"Name, Info, Conditions",
339,10/31/07,,NA,Jamaica,JM,Saint Thomas,2634,Easington,6.5194,,17.9384,-76.6479,"(17.938400000000001, -76.647900000000007)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Noel,,1,RadioJamaica,http://www.radiojamaica.com/content/view/2583/26/,"17.9384,-76.6479",10/31/2007,75.3,84.3,79.3,74,84.18,92.7,28.9,,,,1.98,10,,5.8,91,1007.5,"Precipitation In Vicinity, Thunderstorm, Rain Showers, Light Rain",17.9384,-76.6479,"17.9384,-76.6479","Rain, Overcast",
340,10/31/07,,NA,Jamaica,JM,Saint Catherine,4085,Riversdale,5.46381,,18.2152,-76.9659,"(18.215199999999999, -76.965900000000005)",Landslide,Complex,Medium,Rain,,,,RadioJamaica,http://www.radiojamaica.com/content/view/2933/26/,"18.2152,-76.9659",10/31/2007,75.3,84.3,79.3,74,84.18,92.7,28.9,,,,1.98,10,,5.8,91,1007.5,"Precipitation In Vicinity, Thunderstorm, Rain Showers, Light Rain",18.2152,-76.9659,"18.2152,-76.9659","Rain, Overcast",
341,10/31/07,,NA,Jamaica,JM,Saint Andrew,1088,Gordon Town,0.96514,,18.037,-76.7088,"(18.036999999999999, -76.708799999999997)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Noel,,,Jamaica Observer,http://www.jamaicaobserver.com/news/html/20071101T010000-0500_128916_OBS_DEADLY_RAIN.asp,"18.037,-76.7088",10/31/2007,75.3,84.3,79.3,74,84.18,92.7,28.9,,,,1.98,10,,5.8,91,1007.5,"Precipitation In Vicinity, Thunderstorm, Rain Showers, Light Rain",18.037,-76.7088,"18.037,-76.7088","Rain, Overcast",
342,10/31/07,,NA,Mexico,MX,Tabasco,4468,Buenavista,4.19108,,17.9493,-92.5534,"(17.949300000000001, -92.553399999999996)",Landslide,Landslide,Medium,Rain,,,18,CapeTimes,http://www.capetimes.co.za/?fArticleId=4109453,"17.9493,-92.5534",10/31/2007,77.1,77.1,77.1,71.7,83.46,,13.9,,,,0,0,,3.1,100,,Rain,17.9493,-92.5534,"17.9493,-92.5534",Overcast,
343,11/01/07,,NA,Dominican Republic,DO,La Vega,3613,Río Verde Abajo,3.72637,,19.305,-70.6,"(19.305, -70.599999999999994)",Landslide,Complex,Large,Tropical cyclone,Tropical Storm Noel,,68,United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/fullMaps_Am.nsf/luFullMap/CEB72F0756431A7CC125738D003E2EF4/$File/ifrc_TC_carib071108.pdf?OpenElement,"19.305,-70.6",11/01/07,74.6,86.7,79.4,73.9,84.46,93.9,22.4,,,,0.1,4.55,,6.8,81,1009.4,Smoke Or Haze,19.305,-70.6,"19.305,-70.6","Rain, Overcast",
346,11/04/07,,NA,Mexico,MX,Chiapas,3183,Ostuacán,3.74149,,17.39,-93.306,"(17.39, -93.305999999999997)",Landslide,Mudslide,Very_large,Rain,,,5,Reuters - AlertNet.org,http://news.monstersandcritics.com/americas/news/article_1371436.php/Mudslide_is_latest_disaster_for_hard-hit_Mexico__2nd_Roundup_,"17.39,-93.306",11/04/07,66.3,82.5,74.3,67.2,79.04,88.5,17.8,,,,0,0,,7.3,52.9,1017.4,Smoke Or Haze,17.39,-93.306,"17.39,-93.306",Partially cloudy,
354,11/12/07,,NA,Jamaica,JM,Saint Ann,13671,Saint Annнўд‰ед‹ўs Bay,3.96533,,18.4,-77.2,"(18.399999999999999, -77.2)",Landslide,Landslide,Medium,Rain,,,,Jamaica Gleaner,http://www.jamaica-gleaner.com/gleaner/20071113/news/news1.html,"18.4,-77.2",11/12/07,73.5,80.7,77.3,72.5,85.46,85.5,13.9,,,,0.67,13.04,,7.8,83.2,1013.8,"Lightning Without Thunder, Precipitation In Vicinity, Thunderstorm, Rain, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Sky Coverage Increasing",18.4,-77.2,"18.4,-77.2","Rain, Overcast",
357,11/17/07,,NA,Trinidad and Tobago,TT,Eastern Tobago,0,Roxborough,7.33295,,11.2965,-60.6312,"(11.2965, -60.6312)",Landslide,Landslide,Medium,Rain,,,,Trinadad Express,http://www.trinidadexpress.com/index.pl/article_news?id=161237574,"11.2965,-60.6312",11/17/2007,75.3,78.9,77.2,72.3,85.45,,16.1,,,,1.18,9.52,,7.9,95.2,1012.2,"Precipitation In Vicinity, Rain Showers, Light Rain",11.2965,-60.6312,"11.2965,-60.6312","Rain, Overcast",
376,11/30/07,,NA,United States,US,California,3117,Rancho Santa Fe,6.48824,,33.0409,-117.1378,"(33.040900000000001, -117.1378)",Landslide,Debris flow,Small,Rain,,,,Signon San Diego.com,http://www.signonsandiego.com/news/metro/20071130-1627-bn30rain6.html,"33.0409,-117.1378",11/30/2007,55.1,64.2,60.1,53.1,81.44,,15.1,34.4,,,2.45,75,,4.8,99.4,1006.4,"Mist, Rain, Heavy Rain, Light Rain",33.0409,-117.1378,"33.0409,-117.1378","Rain, Overcast",
386,12/08/07,,NA,United States,US,Indiana,5042,Lawrenceburg,2.66572,,39.101,-84.822,"(39.100999999999999, -84.822000000000003)",Landslide,Landslide,Medium,Rain,,,,Kentucky Post.com,http://news.nky.com/apps/pbcs.dll/article?AID=/AE/20071210/NEWS02/712100367/1011/news0103,"39.101,-84.822",12/08/07,34.9,39.6,36.6,33.9,90.17,,10.6,,,28.5,0.28,45.83,,3.1,98.8,1026.1,"Mist, Light Snow, Light Drizzle, Rain, Light Rain, Smoke Or Haze",39.101,-84.822,"39.101,-84.822","Rain, Overcast",
388,12/11/07,,NA,Dominican Republic,DO,Santiago,1200000,Santiago de los Caballeros,1.10868,,19.455,-70.707,"(19.454999999999998, -70.706999999999994)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Olga,,17,news.gossip.info,http://clutchmagonline.com/newsgossipinfo/caribbean-storm-death-toll-rises/,"19.455,-70.707",12/11/07,68.1,77.1,71.6,70.6,96.83,,24.1,,,,3.12,22.73,,4,93.8,1013,"Rain, Rain Showers, Heavy Rain, Light Rain, Sky Coverage Increasing, Smoke Or Haze",19.455,-70.707,"19.455,-70.707","Rain, Overcast",
390,12/11/07,,NA,Trinidad and Tobago,TT,Sangre Grande,15968,Sangre Grande,29.28864,,10.841,-61.055,"(10.840999999999999, -61.055)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Olga,,3,Trinidad and Tobago's Newsday,"http://www.newsday.co.tt/news/0,69681.html","10.841,-61.055",12/11/07,75.1,86.1,79,74.3,86.12,95.6,17.8,,,,0.11,13.04,,6.6,74.3,1011.4,"Precipitation In Vicinity, Rain Showers, Light Rain",10.841,-61.055,"10.841,-61.055","Rain, Partially cloudy",
391,12/11/07,,NA,Trinidad and Tobago,TT,Eastern Tobago,0,Roxborough,8.62938,,11.3,-60.644,"(11.3, -60.643999999999998)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Olga,,,Trinidad and Tobago's Newsday,"http://www.newsday.co.tt/news/0,69681.html","11.3,-60.644",12/11/07,75.3,85.7,80,73.9,81.92,94.5,17.2,,,,0.08,14.29,,7,71.9,1011.6,"Precipitation In Vicinity, Rain Showers",11.3,-60.644,"11.3,-60.644","Rain, Partially cloudy",
392,12/11/07,,NA,Trinidad and Tobago,TT,Eastern Tobago,0,Roxborough,2.66802,,11.267,-60.566,"(11.266999999999999, -60.566000000000003)",Landslide,Landslide,Small,Tropical cyclone,Tropical Storm Olga,,,Trinidad and Tobago's Newsday,"http://www.newsday.co.tt/news/0,69681.html","11.267000000000001,-60.566",12/11/07,75.3,85.7,80,73.9,81.92,94.5,17.2,,,,0.08,14.29,,7,71.9,1011.6,"Precipitation In Vicinity, Rain Showers",11.267,-60.566,"11.267000000000001,-60.566","Rain, Partially cloudy",
393,12/12/07,,NA,Puerto Rico,PR,San Juan,418140,San Juan,6.91777,,18.432,-66.051,"(18.431999999999999, -66.051000000000002)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Olga,,,AP.google.com,http://ap.google.com/article/ALeqM5gVWjsPEiqe1tEu2mhBIRaxxGi8owD8TFVR600,"18.432000000000002,-66.051",12/12/07,71.9,82.3,77.5,71.2,81.34,87.9,18.3,,,,1,37.5,,9.3,52.5,1015.1,"Rain, Thunderstorm, Rain Showers, Heavy Rain, Light Rain",18.432,-66.051,"18.432000000000002,-66.051","Rain, Partially cloudy",
396,12/16/07,,NA,United States,US,Pennsylvania,3174,Trafford,0.27058,,40.3875,-79.7569,"(40.387500000000003, -79.756900000000002)",Landslide,Landslide,Medium,Rain,,,3,Pittsburgh Post Gazette,http://www.post-gazette.com/pg/07352/842521-59.stm,"40.3875,-79.7569",12/16/2007,24.3,39.5,32.1,27.3,82.59,,26.4,46.4,,9.9,0.84,54.17,,5.8,99.7,999.8,"Mist, Light Snow, Rain, Fog, Light Rain, Light Freezing Rain",40.3875,-79.7569,"40.3875,-79.7569","Rain, Overcast",
397,12/19/07,,SA,Colombia,CO,Tolima,4892,Ambalema,6.9613,,4.847,-74.7631,"(4.8470000000000004, -74.763099999999994)",Landslide,Landslide,Large,Rain,,,,Indiamuslims.info,http://www.indiamuslims.info/news/2007/dec/20/eight_people_rescued_colombian_landslide.html,"4.8469999999999995,-74.7631",12/19/2007,49.7,64.5,53.8,51,91.28,,9.2,,,,0,0,,5.4,80.9,,"Precipitation In Vicinity, Light Drizzle, Rain, Thunderstorm, Rain Showers, Light Rain, Smoke Or Haze",4.847,-74.7631,"4.8469999999999995,-74.7631",Overcast,
403,01/01/08,,NA,United States,US,Pennsylvania,4020,Level Green,0.03251,Above road,40.3916,-79.732,"(40.391599999999997, -79.731999999999999)",Landslide,Landslide,Small,Rain,,,,Pittsburgh Post-Gazette,http://www.post-gazette.com/pg/08003/846290-56.stm,"40.3916,-79.732",01/01/08,22.1,39.5,32.1,23.3,70.11,,25.9,46.1,225.17,8.4,0,0,,8,94.9,1011.3,"Blowing Or Drifting Snow, Light Snow, Mist, Fog, Light Rain, Smoke Or Haze",40.3916,-79.732,"40.3916,-79.732",Overcast,
414,01/06/08,,NA,United States,US,California,42808,La Jolla,8.13382,,32.8008,-117.207,"(32.800800000000002, -117.20699999999999)",Landslide,Landslide,Small,Rain,,,,,http://weblog.signonsandiego.com/news/breaking/2008/01/rain_causes_a_landslide_in_san.html,"32.8008,-117.20700000000001",01/06/08,50.4,57.5,54,50.6,88.39,,19.7,36.9,212.04,,0.34,62.5,,6.6,96.7,1015.3,"Mist, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",32.8008,-117.207,"32.8008,-117.20700000000001","Rain, Overcast",
417,01/07/08,,NA,Mexico,MX,Baja California,1376457,Tijuana,12.53758,,32.5755,-116.9016,"(32.575499999999998, -116.9016)",Landslide,Landslide,Medium,Rain,,,1,,http://www.signonsandiego.com/news/mexico/tijuana/20080108-1858-bn08tj.html,"32.5755,-116.9016",01/07/08,47.4,56.3,53.7,49.5,85.96,,26.8,38,236.18,45.4,0.67,41.67,,7.6,76.6,1014.8,"Mist, Rain, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",32.5755,-116.9016,"32.5755,-116.9016","Rain, Overcast",
418,01/07/08,,NA,United States,US,California,59518,Encinitas,3.23702,,33.0643,-117.3042,"(33.064300000000003, -117.30419999999999)",Landslide,Landslide,Medium,Rain,,,,,http://www.signonsandiego.com/news/metro/20080108-9999-1m8weather.html,"33.0643,-117.3042",01/07/08,47.9,57.1,54,48.7,82.79,,20.4,36.9,208.08,,0.47,45.83,,8.2,67.1,1014,"Mist, Rain, Fog, Heavy Rain, Light Rain",33.0643,-117.3042,"33.0643,-117.3042","Rain, Partially cloudy",
436,1/28/08,19:30:00,NA,United States,US,California,42808,La Jolla,1.15586,,32.8464,-117.2619,"(32.846400000000003, -117.2619)",Landslide,Landslide,Medium,Rain,,,,,http://www.nbcsandiego.com/mostpopular/15160664/detail.html,"32.8464,-117.2619",01/28/2008,49.8,55.4,52.8,47,80.62,,14.3,,248.08,48.9,0.14,29.17,,8.3,85.2,1018.8,"Mist, Rain, Light Rain",32.8464,-117.2619,"32.8464,-117.2619","Rain, Overcast",
446,02/05/08,,NA,United States,US,Pennsylvania,1728,Wickerham Manor-Fisher,1.09139,,40.1833,-79.8965,"(40.183300000000003, -79.896500000000003)",Landslide,Landslide,Medium,Rain,,,,,http://www.thepittsburghchannel.com/news/15240317/detail.html,"40.1833,-79.8965",02/05/08,53,60.3,55.6,53.1,91.43,,15.1,39.1,198.88,,0.98,62.5,,7.9,94.7,1011.9,"Mist, Light Drizzle, Thunderstorm, Rain, Rain Showers, Fog, Light Rain",40.1833,-79.8965,"40.1833,-79.8965","Rain, Overcast",
449,02/09/08,,NA,United States,US,Pennsylvania,3451,Etna,1.23232,,40.4934,-79.9458,"(40.493400000000001, -79.945800000000006)",Landslide,Landslide,Small,Rain,,,,,http://www.wpxi.com/news/15262927/detail.html,"40.4934,-79.9458",02/09/08,31.4,47.2,37.7,27.7,69.16,,22.6,34.4,182.39,25.9,0.07,25,,7.7,80.5,1010.9,"Light Snow, Mist, Fog, Light Rain",40.4934,-79.9458,"40.4934,-79.9458","Rain, Overcast",
468,2/28/08,,SA,Ecuador,EC,Napo,7309,Archidona,50.21741,,-0.4635,-77.8928,"(-0.46350000000000002, -77.892799999999994)",Landslide,Landslide,Medium,Rain,,,7,,http://english.aljazeera.net/NR/exeres/868843D7-B211-4DE5-AFBE-31C29CF79C5A.htm,"-0.4635,-77.8928",02/28/2008,50.1,66.3,55.6,50.1,83.41,,17.2,,142.94,,0,0,,4.6,94.8,,"Thunderstorm, Rain, Fog, Rain Showers, Light Rain",-0.4635,-77.8928,"-0.4635,-77.8928",Overcast,
469,03/04/08,,NA,United States,US,Pennsylvania,3165,Homestead,2.97055,,40.4278,-79.9321,"(40.427799999999998, -79.932100000000005)",Landslide,Landslide,Medium,Rain,,,0,,http://www.pittsburghlive.com/x/pittsburghtrib/news/cityregion/s_555576.html,"40.4278,-79.9321",03/04/08,35.9,56.3,41.9,38.9,90.36,,18.7,36.7,192,30.4,1.17,62.5,,5.2,95.7,1007,"Mist, Light Drizzle, Rain, Light Rain",40.4278,-79.9321,"40.4278,-79.9321","Rain, Overcast",
472,03/05/08,,SA,Peru,PE,Huanuco,53177,Tingo María,17.34318,,-9.2114,-76.1311,"(-9.2113999999999994, -76.131100000000004)",Landslide,Landslide,Medium,Rain,,,7,,http://news.xinhuanet.com/english/2008-03/06/content_7727748.htm,"-9.2114,-76.1311",03/05/08,68.1,84.3,77.3,68,74.02,88.6,1.2,,60,,0,0,,4.9,97.3,1009,"Mist, Sky Coverage Increasing",-9.2114,-76.1311,"-9.2114,-76.1311",Overcast,
476,03/09/08,,NA,United States,US,New York,2620,Green Island,4.36125,,42.7404,-73.6385,"(42.740400000000001, -73.638499999999993)",Landslide,Landslide,Small,Rain,,,0,,http://www.fox23news.com/news/local/story.aspx?content_id=6b16c1c8-1f16-48e4-a04a-7b8ba04d8f39,"42.7404,-73.6385",03/09/08,24.6,37.9,28.1,12.3,51.14,,30,51.7,278,10.5,0,4.35,,9.8,75.6,1014,Light Snow,42.7404,-73.6385,"42.7404,-73.6385",Overcast,
477,03/10/08,,NA,United States,US,Pennsylvania,3294,Pitcairn,0.36435,,40.4041,-79.7822,"(40.4041, -79.782200000000003)",Landslide,Landslide,Small,Rain,,,0,,http://www.thepittsburghchannel.com/news/15550468/detail.html,"40.4041,-79.7822",03/10/08,24.6,42.5,32.3,26.3,78.71,,9.3,,179.81,16.5,0.11,20.83,1.18,7.4,86.9,1027.7,"Light Snow, Mist, Light Rain, Smoke Or Haze",40.4041,-79.7822,"40.4041,-79.7822","Rain, Overcast",
479,3/14/08,,NA,United States,US,Ohio,5091,Toronto,1.02992,,40.4634,-80.613,"(40.4634, -80.613)",Landslide,Mudslide,Small,Rain,,,,,http://www.wtov9.com/news/15606654/detail.html,"40.4634,-80.613",03/14/2008,38.4,48.4,43.2,36.1,76.66,,9.2,,130.5,33.3,0.4,41.67,,8.3,78.3,1007,"Mist, Light Rain",40.4634,-80.613,"40.4634,-80.613","Rain, Overcast",
480,3/16/08,,NA,United States,US,Ohio,4741,Mount Carmel,1.17753,,39.096,-84.2992,"(39.095999999999997, -84.299199999999999)",Landslide,Landslide,Small,Rain,,,0,,http://www.wlwt.com/news/15618502/detail.html,"39.096,-84.2992",03/16/2008,36.1,47,41.6,31.2,67.66,,7.6,,116.67,33,0,0,,9.2,83.4,1024,"Mist, Smoke Or Haze",39.096,-84.2992,"39.096,-84.2992",Overcast,
485,3/24/08,,NA,United States,US,Ohio,3541,Wellsville,7.05134,,40.5573,-80.707,"(40.557299999999998, -80.706999999999994)",Landslide,Landslide,Small,Rain,,,,,http://www.wtov9.com/news/15690351/detail.html,"40.5573,-80.707",03/24/2008,24.3,37.9,31.3,18.7,59.91,,11.2,,272.16,24.5,0,0,,9.6,60.3,1026.2,Light Snow,40.5573,-80.707,"40.5573,-80.707",Partially cloudy,
487,3/28/08,,NA,United States,US,Kentucky,4407,Ludlow,2.26622,,39.1072,-84.5657,"(39.107199999999999, -84.565700000000007)",Landslide,Landslide,Small,Rain,,,,,http://news.enquirer.com/apps/pbcs.dll/article?AID=/20080328/NEWS01/303280087,"39.1072,-84.5657",03/28/2008,36.5,59.1,43.7,36.9,77.75,,15.2,35.6,103.29,27.4,0.51,25,,8.8,86.9,1016.5,"Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",39.1072,-84.5657,"39.1072,-84.5657","Rain, Overcast",
489,04/01/08,,SA,Ecuador,EC,Pichincha,1399814,Quito,1.56942,,-0.2196,-78.5347,"(-0.21959999999999999, -78.534700000000001)",Landslide,Landslide,Medium,Rain,,,,,http://www.plenglish.com/Article.asp?ID=%7B39BA85A0-5900-4A4A-A329-818B3FC61EA1%7D&language=EN,"-0.2196,-78.5347",04/01/08,48.3,59.2,53,49.3,87.7,,13.9,,149.58,,0,0,,3.7,95.4,,"Mist, Rain, Fog, Light Rain",-0.2196,-78.5347,"-0.2196,-78.5347",Overcast,
491,04/01/08,,NA,United States,US,Illinois,8465,Jerseyville,18.72748,,38.9716,-90.4312,"(38.971600000000002, -90.431200000000004)",Landslide,Landslide,Medium,Rain,,,,,http://www.etrucker.com/apps/news/article.asp?id=68018,"38.9716,-90.4312",04/01/08,39.9,54,45.1,34.1,65.57,,26,37.2,307.04,33.2,0,0,,9.9,84.8,1021.4,,38.9716,-90.4312,"38.9716,-90.4312",Overcast,
494,04/08/08,,NA,United States,US,Pennsylvania,13470,Franklin Park,3.60364,,40.5531,-80.0726,"(40.553100000000001, -80.072599999999994)",Landslide,Landslide,Small,Rain,,,,,http://www.thepittsburghchannel.com/news/15837698/detail.html,"40.5531,-80.0726",04/08/08,43,72.5,56.3,41.8,61.33,,13.3,,106.79,39.5,0,0,,9.6,35.7,1020.4,,40.5531,-80.0726,"40.5531,-80.0726",Partially cloudy,
497,04/11/08,,SA,Peru,PE,Ancash,5044,Carhuaz,2.43089,,-9.2965,-77.6613,"(-9.2965, -77.661299999999997)",Landslide,Landslide,Medium,Rain,,,,,http://news.xinhuanet.com/english/2008-04/14/content_7972049.htm,"-9.2965,-77.6613",04/11/08,64.5,64.5,64.5,48.8,56.81,,9.2,,360,,0,0,,9.3,100,,Sky Coverage Increasing,-9.2965,-77.6613,"-9.2965,-77.6613",Overcast,
498,04/11/08,,NA,United States,US,Wisconsin,2200,Westby,0.62955,,43.6516,-90.857,"(43.651600000000002, -90.856999999999999)",Landslide,Landslide,Medium,Unknown,,,,,http://www.westbytimes.com/articles/2008/04/16/news/01story.txt,"43.6516,-90.85700000000001",04/11/08,36.3,45.6,41.7,38.5,88.79,,16.8,35.6,164.08,28.7,0.52,79.17,,7.9,83.7,995.1,"Mist, Light Snow, Rain, Light Rain",43.6516,-90.857,"43.6516,-90.85700000000001","Rain, Overcast",
499,4/13/08,,NA,United States,US,Colorado,6447,Avon,3.03321,,39.625,-106.4879,"(39.625, -106.4879)",Landslide,Mudslide,Small,Rain,,,,,http://www.vaildaily.com/article/20080428/NEWS/280292121,"39.625,-106.4879",04/13/2008,22.3,49.3,33.2,19.2,59.32,,7.4,,215.1,16.7,0,0,,10.1,26.6,1026.4,Light Snow,39.625,-106.4879,"39.625,-106.4879",Partially cloudy,
501,4/16/08,,NA,Jamaica,JM,Saint Ann,9450,Ocho Rios,0.53886,,18.4054,-77.1007,"(18.4054, -77.100700000000003)",Landslide,Mudslide,Medium,Rain,,,,,http://www.nwa.gov.jm/content/newsread.aspx?newsId=268,"18.4054,-77.1007",04/16/2008,77.1,87.9,80.8,69.3,68.51,96.1,19.5,,152.5,,0,0,,7.5,53,1012.7,"Precipitation In Vicinity, Smoke Or Haze",18.4054,-77.1007,"18.4054,-77.1007",Partially cloudy,
506,4/20/08,,NA,Haiti,HT,Ouest,1234742,Port-au-Prince,1.80063,,18.5283,-72.3224,"(18.528300000000002, -72.322400000000002)",Landslide,Mudslide,Medium,Rain,,,3,,"http://www.news.com.au/heraldsun/story/0,21985,23596379-5005961,00.html","18.5283,-72.3224",,,,,,,,,,,,0,,,,,,,18.5283,-72.3224,"18.5283,-72.3224",,
509,4/25/08,,NA,United States,US,Minnesota,27592,Winona,1.7294,,44.0344,-91.6396,"(44.034399999999998, -91.639600000000002)",Landslide,Mudslide,Small,Rain,,,,,http://www.winonadailynews.com/articles/2008/04/26/news/04mud26.txt,"44.0344,-91.6396",04/25/2008,35.8,69.8,55.5,50.9,84.99,,18.8,31.1,206.35,25.3,0.45,41.67,,7.1,89.2,1002.1,"Mist, Light Drizzle, Rain, Thunderstorm, Thunderstorm Without Precipitation, Heavy Rain, Light Rain",44.0344,-91.6396,"44.0344,-91.6396","Rain, Overcast",
514,4/29/08,,NA,United States,US,New Hampshire,1813,Newbury,0.08548,,43.3207,-72.0358,"(43.320700000000002, -72.035799999999995)",Landslide,Rockfall,Small,Rain,,,,,"http://www.unionleader.com/article.aspx?headline=Rockslide,+mudslide+close+sections+of+state+roads&articleId=1f07d044-00a9-48f0-a52c-2e5086228171","43.3207,-72.0358",04/29/2008,35.4,47.9,44.1,40.2,86.31,,12.6,,294.83,36.6,1.02,79.17,,7.2,83.9,1005.4,"Mist, Rain, Fog, Heavy Rain, Light Rain",43.3207,-72.0358,"43.3207,-72.0358","Rain, Overcast",
515,4/29/08,,NA,United States,US,New Hampshire,1142,Whitefield,8.19938,,44.4175,-71.6923,"(44.417499999999997, -71.692300000000003)",Landslide,Mudslide,Small,Rain,,,,,"http://www.unionleader.com/article.aspx?headline=Rockslide,+mudslide+close+sections+of+state+roads&articleId=1f07d044-00a9-48f0-a52c-2e5086228171","44.4175,-71.6923",04/29/2008,33.3,44.5,40.4,38.6,93.17,,13,,193.14,29.9,1.42,87.5,,6.3,79.1,1006,"Mist, Light Snow, Rain, Heavy Rain, Light Rain, Light Freezing Rain",44.4175,-71.6923,"44.4175,-71.6923","Rain, Overcast",
530,05/09/08,,NA,United States,US,Virginia,1698,Chatmoss,8.27691,,36.6619,-79.7199,"(36.661900000000003, -79.719899999999996)",Landslide,Mudslide,Small,Downpour,,,,,http://www.accuweather.com/news-top-headline.asp?partner=accuweather&traveler=0&date=2008-05-09_07:17&month=5&year=2008,"36.6619,-79.7199",05/09/08,63.2,78.2,70,59.4,72.15,,14.6,62.2,233.13,,0.45,54.17,,8.6,67.3,1002.8,"Mist, Rain, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Heavy Rain, Light Rain",36.6619,-79.7199,"36.6619,-79.7199","Rain, Partially cloudy",
532,05/12/08,,NA,United States,US,West Virginia,1638,Montgomery,7.85746,,38.1362,-81.2584,"(38.136200000000002, -81.258399999999995)",Landslide,Rockfall,Small,Rain,,,,,http://www.dailymail.com/policebrfs/200805130171,"38.1362,-81.2584",05/12/08,47.5,51.6,49.2,45.8,88.07,,12.2,,298.92,42.7,0.29,66.67,,6.7,98.8,1007,"Drizzle, Mist, Light Drizzle, Rain, Light Rain",38.1362,-81.2584,"38.1362,-81.2584","Rain, Overcast",
546,5/20/08,,NA,United States,US,Kentucky,5723,Fort Wright,0.90111,,39.0447,-84.5289,"(39.044699999999999, -84.528899999999993)",Landslide,Mudslide,Small,Rain,,,,,http://www.kypost.com/news/local/story.aspx?content_id=e4bc2ce5-40ee-4956-8c26-fdcda7fb53d9,"39.0447,-84.5289",05/20/2008,50.6,64.3,56.5,45.4,69.39,,14,,244.88,,0.52,33.33,,8.4,86.6,1003.1,"Mist, Rain, Heavy Rain, Light Rain",39.0447,-84.5289,"39.0447,-84.5289","Rain, Overcast",
555,5/28/08,,NA,United States,US,Colorado,6658,Aspen,20.14967,,39.3707,-106.7839,"(39.370699999999999, -106.7839)",Landslide,Mudslide,Small,Rain,,,,,http://www.aspentimes.com/article/20080529/NEWS/719766231/0/FRONTPAGE,"39.3707,-106.7839",05/28/2008,44.3,70.1,56.4,26,33.21,,16.8,35.6,188.54,41,0,0,,9.9,44.2,1009,,39.3707,-106.7839,"39.3707,-106.7839",Partially cloudy,
556,5/29/08,,NA,Costa Rica,CR,Guanacaste,4108,Bagaces,17.65521,,10.4024,-85.3555,"(10.4024, -85.355500000000006)",Landslide,Landslide,Medium,Tropical cyclone,Tropical Storm Alma,,,,http://www.reliefweb.int/rw/RWB.NSF/db900SID/ASAZ-7FHCHL?OpenDocument,"10.4024,-85.3555",05/29/2008,73.5,77.6,75.6,73.1,92.08,,11.4,,133.33,,0,0,,5,92.5,1007.8,"Drizzle, Mist, Light Drizzle, Rain, Light Rain",10.4024,-85.3555,"10.4024,-85.3555",Overcast,
562,5/31/08,,SA,Colombia,CO,Antioquia,1999979,Medellín,5.1217,,6.2746,-75.6039,"(6.2746000000000004, -75.603899999999996)",Landslide,Complex,Large,Downpour,,,27,,http://english.people.com.cn/90001/90777/90852/6422291.html,"6.2746,-75.6039",05/31/2008,55.5,80.2,63.3,56.6,80.77,80.3,13.9,,120.56,,0,0,,6.2,85.7,,"Mist, Light Drizzle, Fog",6.2746,-75.6039,"6.2746,-75.6039",Overcast,
563,06/01/08,,NA,Guatemala,GT,Escuintla,31329,Palín,3.1015,,14.4226,-90.6755,"(14.422599999999999, -90.6755)",Landslide,Mudslide,Medium,Tropical cyclone,Tropical Storm Arthur,,1,,http://209.85.215.104/search?q=cache:QU_lPxNfk78J:www.plenglish.com/article.asp?ID=%7B1D4A74F7-CDCA-49D0-ABD4-D2E0FD9D2130%7D&language=EN+Colom+said+the+declaration+came+after+a+death+in+Palin+and+40+houses+partially&hl=en&ct=clnk&cd=1&gl=us&c,"14.4226,-90.6755",06/01/08,62.7,69.4,65,63.6,95.54,,15.4,,175.42,,0.57,8.33,,3.7,97,1011.5,"Drizzle, Mist, Light Drizzle, Precipitation In Vicinity, Thunderstorm, Rain, Thunderstorm Without Precipitation, Rain Showers, Fog",14.4226,-90.6755,"14.4226,-90.6755","Rain, Overcast",
